134	9	3
154	0	8
71	2	7
59	14	6
37	8	2
133	0	6
83	7	4
149	5	8
189	14	7
25	1	3
20	7	7
23	11	6
7	14	6
6	8	3
194	8	1
167	6	6
132	12	1
109	9	3
81	4	3
99	4	8
143	6	3
72	9	5
109	10	8
89	10	6
145	1	9
124	1	9
103	5	10
22	4	2
164	3	2
195	0	7
16	8	1
188	5	4
7	2	8
135	12	3
120	11	4
148	14	8
188	2	3
178	4	8
173	1	3
59	1	6
163	5	1
180	12	9
91	9	1
80	8	10
179	5	5
185	6	6
120	10	9
118	3	10
14	6	10
146	3	7
195	4	3
194	10	9
75	0	9
178	8	1
97	13	10
9	14	3
155	6	4
47	0	9
172	10	5
31	1	1
72	2	4
79	5	4
107	6	2
17	13	9
162	6	1
134	0	3
116	8	7
182	13	7
41	7	1
161	5	4
64	11	2
137	2	5
128	14	8
133	7	5
158	12	2
89	11	10
158	11	4
113	11	1
153	11	1
182	8	9
192	6	6
163	12	10
121	13	7
179	2	6
141	0	8
102	12	1
125	11	4
115	6	8
117	0	7
143	12	3
167	2	6
86	13	2
108	3	10
81	5	6
166	7	1
139	0	5
99	9	3
196	9	1
47	2	10
90	6	8
21	6	8
105	7	2
40	1	2
120	13	8
120	6	10
80	3	5
52	10	5
24	13	8
103	13	5
66	6	7
44	1	3
46	7	8
107	8	5
3	1	1
63	13	7
132	13	6
85	1	5
80	11	3
32	7	8
130	11	5
68	7	2
164	5	1
46	4	8
100	2	1
45	9	3
75	10	9
176	6	9
15	2	4
138	13	5
176	1	10
11	13	7
121	14	2
129	2	6
25	5	3
24	10	8
106	2	2
44	2	3
16	2	3
125	10	10
169	3	5
129	5	10
53	8	2
132	3	1
182	3	3
48	9	2
24	2	4
171	13	5
117	11	5
121	1	6
69	10	8
46	14	2
60	14	1
2	14	6
16	3	9
142	6	2
89	13	4
98	11	1
76	9	7
2	6	4
60	10	7
32	1	2
138	7	9
95	5	2
58	0	2
35	13	6
162	14	10
109	13	7
83	13	4
61	1	9
180	9	3
101	8	9
166	6	7
154	10	3
19	5	10
160	2	9
112	12	8
17	5	3
55	5	6
150	7	9
158	13	6
5	10	1
104	2	9
110	8	2
81	13	5
10	10	2
116	7	2
113	8	3
70	2	7
106	6	4
22	2	8
174	4	4
114	8	10
27	11	10
185	5	4
147	8	4
150	2	10
116	9	5
28	0	10
5	13	8
57	12	6
104	10	7
58	14	4
29	3	6
68	10	4
83	11	6
169	9	1
9	2	3
179	9	4
179	6	9
48	1	8
35	6	7
70	8	7
112	3	4
49	3	9
181	10	5
196	5	4
19	1	7
164	14	8
106	13	3
122	11	3
66	11	5
125	14	5
201	0	5
31	8	5
56	1	6
16	11	1
49	13	7
104	8	8
34	11	8
93	5	2
147	12	10
201	2	4
25	13	6
93	6	2
34	2	2
166	4	5
132	5	7
63	6	4
200	7	3
175	1	10
83	1	3
28	9	3
200	6	4
39	4	6
28	2	4
145	7	3
159	5	7
57	5	5
161	2	3
143	5	10
94	8	2
35	7	6
65	14	8
45	11	6
107	10	1
133	1	10
183	13	6
27	0	6
23	5	7
118	10	7
53	9	8
123	7	8
92	11	8
59	10	2
55	0	1
42	0	2
119	1	4
136	6	5
95	3	1
82	4	7
178	6	1
62	1	5
32	10	9
25	4	4
173	4	2
29	14	5
176	12	5
55	3	7
144	2	9
188	7	4
40	11	6
97	7	9
38	6	6
43	2	10
118	12	5
36	1	10
157	13	9
52	3	8
75	6	6
92	13	3
178	12	10
196	11	9
47	1	5
98	1	8
77	5	8
3	10	8
129	3	4
99	13	4
92	5	2
16	14	5
169	0	3
5	0	4
168	8	9
127	13	6
34	13	3
86	8	8
190	1	8
23	1	3
86	10	2
190	13	1
7	7	3
57	13	1
32	11	7
20	4	1
93	3	7
201	4	6
64	3	4
83	8	7
1	6	7
157	0	9
96	13	5
54	10	2
2	5	5
81	0	5
185	14	1
155	1	6
173	6	8
56	11	5
124	8	5
60	3	3
131	5	10
120	14	4
19	6	3
14	3	1
65	1	9
70	9	8
186	14	10
32	13	8
19	10	6
69	6	3
81	9	7
49	9	6
81	14	8
84	9	8
143	13	8
187	11	8
130	2	10
162	0	10
44	7	5
193	12	4
103	7	4
76	3	8
92	12	6
151	11	4
36	10	4
167	10	6
131	4	3
109	11	3
77	13	7
197	9	1
91	1	7
147	3	6
158	14	5
18	11	5
168	14	7
16	0	2
184	14	7
8	4	3
7	8	8
91	5	7
140	4	5
145	13	7
46	3	8
200	14	2
41	12	6
93	14	10
25	8	1
88	5	4
174	11	7
131	11	3
133	5	9
115	4	2
105	2	8
131	1	7
173	5	4
69	9	7
33	7	7
31	6	2
14	13	7
12	10	8
44	5	1
18	8	9
182	14	5
170	13	7
21	12	5
51	14	6
170	14	9
100	6	5
65	6	5
66	14	5
84	2	6
37	3	10
64	2	3
174	12	1
83	2	6
149	0	2
30	13	8
177	12	2
38	14	2
136	13	7
120	9	9
72	4	7
66	2	8
73	4	2
98	6	6
27	13	9
167	12	2
18	1	8
184	10	10
88	9	6
53	2	1
76	11	10
174	8	7
75	11	9
149	3	1
124	2	6
25	7	4
117	14	6
14	8	7
146	1	3
78	0	1
111	10	7
141	4	2
158	3	1
8	11	10
179	3	10
176	10	2
94	3	10
111	7	1
183	1	3
77	1	4
64	9	8
64	14	7
174	10	2
193	13	5
196	12	3
2	2	10
58	5	4
194	11	1
36	5	10
170	1	5
87	4	1
144	11	4
172	2	10
131	13	1
21	13	4
41	14	1
127	7	6
66	5	5
152	8	8
143	4	3
31	13	5
94	9	3
25	2	10
73	11	2
147	5	6
98	7	6
48	6	5
66	8	2
67	2	10
90	3	7
75	4	3
198	4	2
86	3	1
163	14	3
135	13	9
121	7	4
106	0	9
32	8	5
190	11	1
134	5	3
100	0	10
161	11	9
194	12	8
3	5	2
52	0	5
28	1	9
192	2	4
190	2	10
80	5	5
140	9	3
20	10	3
139	4	3
159	2	5
190	7	1
56	0	5
168	7	2
53	10	8
49	2	6
22	5	5
122	12	1
179	13	1
38	10	9
10	6	10
42	1	9
49	6	5
130	5	9
2	7	10
67	11	3
75	2	9
123	4	5
167	3	1
175	0	8
33	2	8
146	9	9
66	9	10
15	14	8
54	7	10
173	14	10
113	13	8
31	2	5
46	0	3
132	10	6
155	2	4
87	0	3
73	13	4
181	3	7
101	9	7
198	5	4
142	14	5
139	5	5
8	13	8
103	4	1
93	1	7
34	7	2
105	5	7
170	3	9
134	4	9
58	12	1
166	0	1
149	13	6
126	3	1
187	3	3
172	1	6
178	3	8
175	7	6
22	14	5
151	10	3
1	9	10
38	4	4
14	4	5
68	6	4
176	4	9
61	13	1
180	13	10
78	10	9
191	4	9
108	1	5
100	7	4
86	7	9
129	0	7
3	6	4
78	9	5
82	3	9
3	13	4
11	9	7
86	14	4
55	4	6
89	12	4
75	3	2
91	0	7
50	3	6
150	8	8
137	13	9
143	8	4
45	4	5
84	11	9
36	0	4
161	10	5
10	12	5
83	12	8
43	13	1
195	10	4
156	6	3
45	2	2
149	12	8
82	8	10
113	1	6
42	6	9
8	12	3
37	5	4
54	13	7
196	3	8
106	3	4
131	0	7
147	4	9
136	5	8
33	11	7
135	5	6
118	4	4
65	9	6
171	8	6
184	4	4
138	9	5
59	5	5
8	14	5
91	14	4
142	12	6
111	13	10
186	6	1
50	11	8
38	8	1
23	7	10
58	10	5
21	10	5
86	0	2
185	3	7
128	8	1
70	7	10
18	5	10
39	6	7
192	0	7
42	5	8
72	6	1
80	14	6
59	8	5
53	1	10
22	7	5
42	2	8
90	4	10
158	0	7
11	14	2
114	7	3
58	4	4
79	9	1
73	12	4
148	12	3
120	12	6
27	2	10
24	0	2
112	6	3
128	10	7
183	8	8
154	14	6
159	14	6
199	12	1
138	11	7
54	1	3
166	9	7
153	13	7
57	7	9
150	9	10
87	3	3
124	0	10
7	3	2
147	13	7
122	6	7
182	11	8
125	8	2
100	8	5
118	11	8
126	6	7
178	14	8
110	13	8
3	4	2
175	13	9
195	6	9
107	7	2
63	3	7
84	6	1
87	8	6
26	5	1
115	3	3
114	11	7
193	1	7
81	1	10
22	9	9
165	1	2
185	11	7
16	9	9
85	8	10
165	2	9
179	0	4
77	9	9
140	6	5
58	2	2
27	6	6
92	1	10
173	3	7
177	7	5
59	3	2
87	1	4
31	10	8
37	1	7
102	13	6
13	14	1
147	0	3
103	2	6
114	4	4
79	14	8
172	4	4
119	11	3
190	3	4
139	2	4
44	13	7
148	11	6
145	0	10
62	0	5
53	0	9
123	8	6
23	8	10
90	9	10
165	11	7
77	10	5
109	8	5
51	5	2
122	0	3
81	2	1
169	13	1
108	12	1
9	5	1
6	13	10
29	10	10
160	1	9
61	3	3
94	2	2
137	11	8
157	8	9
152	0	4
37	2	8
74	7	5
85	9	1
67	13	5
74	0	10
129	10	5
27	4	8
194	6	5
86	9	9
137	7	1
58	13	4
5	11	8
24	1	9
79	0	1
12	12	7
33	10	6
198	3	6
134	7	8
135	7	3
124	6	3
110	2	8
192	12	6
164	1	2
178	10	6
52	12	10
106	10	5
55	12	1
35	5	10
61	11	10
188	11	1
3	9	1
32	3	9
5	4	1
54	3	6
80	12	8
180	2	2
160	11	1
195	14	9
47	3	4
89	0	5
9	6	9
3	3	4
41	11	4
62	7	5
146	8	8
121	8	5
127	3	5
175	12	4
107	11	4
183	5	7
57	0	7
56	4	1
77	11	2
42	9	2
84	4	6
107	1	5
85	12	10
13	10	1
120	4	9
54	14	6
155	0	1
125	12	3
4	6	6
148	0	1
107	13	7
89	3	8
102	1	2
169	4	8
138	4	8
33	3	5
171	10	2
46	13	2
163	4	8
128	1	5
122	10	9
182	5	9
183	10	10
95	0	8
114	12	2
149	8	4
9	13	10
121	4	4
192	14	10
187	4	9
122	13	10
188	6	10
167	8	8
177	4	8
121	3	2
187	9	2
52	13	8
87	9	3
107	14	1
112	7	2
69	8	2
69	11	10
34	9	2
54	8	4
66	0	6
149	1	2
41	10	1
152	14	1
145	3	9
56	14	7
57	8	1
74	13	9
43	12	2
78	7	8
135	8	3
68	3	1
127	12	2
105	0	8
10	1	3
121	6	5
101	1	6
105	9	8
42	13	8
25	14	3
188	1	9
63	9	6
97	14	2
110	14	7
160	7	2
172	9	2
168	1	3
43	11	5
189	1	1
177	10	7
135	14	2
35	1	7
126	1	7
126	4	1
96	2	3
123	0	1
106	5	9
21	4	6
109	7	9
49	4	10
169	7	2
154	4	3
170	7	8
122	5	9
1	0	6
101	7	10
119	8	10
171	3	9
48	2	6
63	12	4
39	14	6
35	4	7
70	13	10
161	14	8
119	3	6
1	13	3
26	12	1
160	12	5
111	9	1
164	2	8
128	6	1
102	3	7
92	7	5
178	13	7
189	5	3
171	4	8
20	9	10
23	2	8
76	14	7
110	4	3
13	5	6
84	10	4
50	1	3
79	4	4
115	10	6
116	1	8
200	4	2
10	7	5
81	10	8
167	1	10
99	0	10
145	14	9
37	12	9
96	10	7
108	2	8
156	9	5
23	10	4
40	0	5
21	7	6
1	1	9
171	0	9
190	4	4
61	9	7
84	12	10
122	1	2
41	13	5
186	5	1
80	2	9
191	12	5
162	2	9
105	3	5
127	14	9
136	12	4
85	7	10
27	12	6
95	12	3
84	1	1
154	13	5
16	10	6
83	14	1
90	10	9
198	6	7
113	12	10
38	1	8
112	10	8
34	0	10
136	1	6
175	10	9
177	8	4
119	5	7
171	11	6
187	14	4
149	6	4
66	1	3
90	7	4
79	12	3
67	4	4
95	13	2
44	12	6
65	2	8
77	0	3
118	13	2
78	6	6
18	13	4
119	14	4
67	1	1
169	8	1
183	6	9
51	6	2
13	0	9
85	2	10
153	6	5
40	2	6
118	6	3
130	13	7
161	4	3
78	13	9
70	1	1
112	13	10
107	9	9
91	8	10
150	0	6
15	1	10
170	0	4
132	2	4
90	8	7
7	9	5
197	7	10
151	14	7
62	6	6
186	10	4
129	9	5
140	1	7
101	0	10
70	3	9
193	4	7
158	8	3
136	0	7
26	0	7
201	12	6
118	2	7
89	8	8
61	12	5
170	4	1
165	3	5
110	6	6
108	7	4
64	6	10
17	6	8
164	4	1
46	12	7
11	6	4
47	8	1
16	13	3
69	5	3
140	8	10
104	11	6
157	2	1
92	6	6
124	11	4
92	14	2
150	4	9
13	7	6
20	2	5
60	4	6
161	12	3
11	5	5
186	12	3
16	1	2
165	4	2
114	6	4
165	10	2
138	12	6
16	12	2
119	2	4
53	5	1
70	14	7
131	10	2
12	0	2
114	2	6
187	10	3
5	7	6
175	3	8
76	2	7
201	7	5
154	2	5
136	11	3
129	4	9
18	6	6
189	13	10
110	11	8
130	3	7
83	0	1
73	10	5
78	3	7
199	11	10
77	8	4
34	8	4
180	1	5
191	10	9
20	13	7
56	12	3
68	2	10
193	2	2
11	10	5
133	2	9
189	2	10
5	14	5
83	4	10
26	10	4
201	10	10
28	11	7
43	0	6
115	14	7
129	13	4
180	0	6
199	5	9
10	13	4
186	8	9
55	7	4
186	11	10
63	4	2
89	4	2
163	7	1
167	9	8
190	6	3
113	0	10
104	9	8
93	13	6
125	4	3
47	12	6
110	12	9
163	0	3
121	5	4
111	12	3
141	13	3
108	6	9
58	9	2
184	8	3
191	11	2
78	5	1
57	3	8
96	6	8
129	12	6
181	1	5
89	1	5
105	6	3
36	6	6
156	1	7
76	12	7
53	3	7
53	12	10
155	13	10
94	0	6
139	10	8
179	11	1
191	5	5
43	4	5
115	9	4
186	2	5
48	14	7
160	3	8
174	5	3
4	4	2
82	1	8
156	12	1
131	12	9
187	0	6
188	8	5
79	10	4
13	13	4
95	9	1
110	0	10
39	2	1
146	4	4
199	4	9
141	9	3
170	8	9
17	3	10
141	14	1
5	12	4
93	11	3
60	5	2
61	2	6
193	8	6
157	7	9
195	11	9
56	7	5
94	11	3
80	7	10
18	12	9
145	12	3
193	3	6
199	0	2
145	8	9
69	12	5
137	3	7
82	12	6
64	0	3
113	9	7
96	1	6
111	5	7
7	1	9
123	1	4
197	14	8
144	9	10
55	2	2
108	8	1
200	11	1
157	4	4
107	4	1
45	1	8
138	1	3
158	9	2
8	1	8
153	10	1
76	6	2
190	9	2
35	11	4
191	7	7
65	13	8
142	8	4
184	3	10
93	9	4
67	8	7
70	12	6
117	13	10
4	3	2
133	4	7
157	3	7
64	10	8
190	5	10
180	8	8
128	0	1
51	9	10
10	14	8
79	1	6
119	13	3
106	1	10
152	1	6
139	14	6
45	13	5
91	4	6
117	9	5
132	9	4
68	4	3
11	12	6
199	10	6
19	7	7
47	11	10
81	11	4
134	10	7
28	3	5
154	5	3
103	11	10
63	1	1
124	4	8
72	14	1
133	13	3
76	4	8
131	3	3
22	1	7
99	10	10
27	9	1
136	10	10
84	5	8
82	7	9
86	11	4
124	7	2
50	14	10
78	4	7
187	1	1
16	7	5
52	9	2
198	12	3
185	0	1
185	13	1
2	13	5
71	6	3
84	0	7
153	2	1
116	13	5
135	10	10
48	3	10
151	5	10
184	9	10
3	12	1
199	1	4
134	11	9
1	4	10
137	9	8
115	0	6
4	7	9
71	11	4
154	1	2
80	9	1
62	14	9
11	1	2
173	0	4
17	9	10
158	5	1
81	12	8
39	8	2
21	3	7
97	12	5
176	5	8
128	12	3
20	3	7
6	12	9
154	8	10
126	11	4
84	8	5
23	4	1
106	4	3
166	3	3
164	0	10
127	5	8
198	0	8
7	5	1
147	10	10
41	2	8
192	4	7
13	11	8
4	1	8
125	9	5
116	0	1
15	12	2
99	12	1
178	1	7
148	2	5
4	9	2
103	10	4
195	3	3
94	10	6
30	11	10
97	3	8
38	2	2
28	13	7
82	13	3
25	6	5
126	10	9
183	3	4
102	8	9
32	4	9
161	8	6
168	12	7
191	2	6
186	1	4
100	1	8
12	13	10
69	7	5
178	0	4
37	10	3
54	11	8
97	11	3
169	2	1
193	6	6
76	0	4
125	13	7
169	1	10
73	2	7
29	4	9
23	12	1
31	3	1
151	7	9
126	0	2
79	7	8
14	10	5
158	1	3
34	4	9
56	10	2
42	11	5
20	11	2
60	11	6
153	0	10
26	7	5
20	14	9
35	12	6
157	10	9
65	8	9
181	0	9
192	9	8
150	12	9
160	5	7
14	14	7
114	5	10
115	13	4
80	6	10
36	4	4
95	7	8
154	11	1
35	2	9
152	11	9
62	4	4
146	6	8
181	8	9
51	2	4
113	14	3
156	2	9
20	0	9
178	11	9
65	4	5
39	1	1
2	12	10
108	5	10
163	9	7
52	6	3
61	8	3
189	10	3
132	6	3
57	11	4
101	2	9
118	0	8
33	0	9
3	11	10
98	10	8
96	0	2
68	12	6
164	10	10
146	5	9
45	5	4
25	11	8
172	12	4
81	6	7
10	9	7
123	13	10
49	1	8
184	5	8
28	7	3
62	5	5
143	9	7
82	0	2
134	1	8
13	3	6
52	7	5
145	4	1
62	10	1
79	11	1
165	9	4
90	13	3
127	8	8
56	3	9
138	2	8
36	8	2
176	3	1
148	9	7
58	8	4
44	6	3
183	11	5
173	8	5
177	9	6
33	12	3
86	5	8
42	8	10
74	5	7
182	10	4
1	3	2
74	11	8
127	10	10
142	3	4
23	0	10
200	10	9
118	5	7
24	9	8
179	12	5
201	3	2
180	3	6
197	11	7
89	5	4
107	2	2
90	1	2
30	10	8
109	6	4
111	3	10
152	7	7
171	2	5
104	3	1
142	10	5
38	3	4
64	4	7
6	4	5
186	4	2
20	12	1
85	13	8
45	3	10
42	10	8
91	6	6
77	3	8
185	12	6
44	9	9
137	5	8
99	3	5
37	4	10
185	9	10
37	9	3
165	8	8
160	4	9
46	8	2
33	1	10
67	10	5
76	10	5
71	7	9
112	5	2
171	14	8
109	0	2
100	13	8
115	5	5
146	0	1
173	9	2
47	13	5
194	7	6
24	7	7
181	9	2
15	0	9
88	14	4
127	9	8
36	11	3
107	5	4
75	9	8
128	4	8
8	8	1
44	3	10
185	4	5
182	7	4
114	13	9
151	8	6
63	10	10
76	5	7
191	1	10
162	5	4
90	11	4
71	0	10
59	13	7
82	11	10
96	7	10
133	8	3
41	5	3
137	1	7
197	8	2
28	5	5
126	7	3
199	3	10
97	4	10
110	10	1
93	8	6
155	5	10
141	11	8
71	14	8
45	14	2
113	6	3
40	4	5
156	13	1
17	1	7
21	8	5
155	10	6
72	10	5
69	4	6
32	12	3
8	10	8
159	4	2
54	0	10
36	9	8
72	13	9
14	11	1
157	1	9
103	8	1
101	5	8
159	7	4
182	6	2
62	2	7
59	9	5
166	12	3
194	14	8
157	12	7
94	4	2
187	8	1
64	13	4
11	4	9
194	2	4
126	8	3
167	14	3
51	10	5
62	11	6
138	10	2
78	1	8
152	13	10
151	1	5
198	2	4
30	2	3
135	9	7
13	6	1
174	9	1
191	13	2
124	3	2
115	12	10
158	10	9
17	0	5
184	11	2
10	11	5
24	3	10
150	10	10
45	12	3
163	10	10
12	3	10
182	4	1
176	8	4
160	8	6
114	10	10
159	8	1
87	13	6
46	9	8
152	5	8
163	3	6
8	5	1
106	8	2
144	14	7
74	10	7
4	5	1
184	2	3
43	8	5
128	3	8
82	10	1
129	6	2
162	8	6
46	1	4
177	13	9
30	7	1
24	14	2
139	12	2
83	6	6
138	5	5
13	2	2
132	7	10
27	5	5
141	12	9
134	2	4
96	5	10
55	8	1
123	12	9
74	9	1
164	12	6
6	10	8
101	11	7
62	13	7
33	8	3
105	12	3
75	12	2
48	4	9
162	3	9
139	11	2
9	12	8
71	9	7
199	7	10
88	11	2
185	2	9
71	3	10
74	14	1
21	1	5
165	6	9
62	12	10
15	4	4
194	0	1
130	14	4
29	13	3
136	7	3
101	12	2
70	5	7
64	8	1
167	11	1
24	12	4
19	14	10
58	1	2
39	13	2
127	6	5
134	8	5
53	6	8
148	10	10
78	2	8
105	10	10
115	1	10
196	13	3
13	1	2
195	7	5
201	13	2
180	14	9
2	8	8
188	13	1
49	0	8
9	8	3
95	11	7
42	3	1
120	2	9
30	5	9
195	5	8
26	11	7
67	9	1
18	7	10
133	9	8
157	9	6
158	6	10
124	9	5
47	10	7
102	14	4
69	3	4
42	4	3
98	14	9
28	14	3
57	2	8
45	6	10
94	14	1
154	9	1
53	11	2
6	9	10
47	6	3
127	0	10
47	4	7
151	12	6
196	2	4
199	13	6
43	1	2
156	5	7
5	6	2
87	14	3
136	2	4
31	14	1
20	1	6
126	13	8
100	12	10
132	8	7
141	2	6
137	12	3
125	1	2
39	10	10
188	0	1
155	9	10
105	1	8
108	13	5
72	1	10
131	2	8
9	7	5
19	8	8
36	14	7
122	9	10
94	6	6
136	4	3
149	2	9
196	4	4
194	3	10
124	10	8
145	10	4
122	8	9
186	9	2
126	14	6
53	14	3
80	0	3
101	10	2
197	2	4
28	6	5
7	11	9
37	14	10
188	10	10
128	13	6
125	5	7
9	0	2
142	7	9
114	9	6
109	5	5
40	7	4
34	3	8
123	10	8
48	13	4
5	8	8
4	13	8
199	9	5
87	10	6
170	12	8
50	5	4
68	9	10
158	4	10
123	14	3
181	13	1
157	11	3
142	9	7
177	5	1
96	11	7
117	3	5
43	5	3
57	4	5
139	13	2
156	8	9
108	10	3
161	6	8
104	6	5
56	6	3
70	10	7
143	0	3
6	0	7
165	7	7
88	6	2
121	2	1
8	3	1
192	13	5
49	11	4
161	3	9
191	9	10
128	9	7
194	5	8
160	14	7
125	2	5
7	13	3
188	9	9
74	2	9
85	0	3
66	4	4
199	8	6
52	5	2
189	4	5
151	9	2
181	2	3
98	13	3
148	13	5
183	9	3
82	14	3
35	10	2
143	7	7
42	7	1
90	14	5
191	3	10
39	5	3
32	9	7
111	11	7
109	14	1
176	13	5
28	8	8
196	8	3
38	11	5
31	9	3
152	6	5
38	13	5
43	3	10
155	8	4
198	1	9
58	7	9
189	12	5
26	9	2
162	7	6
68	11	5
156	10	6
126	5	5
113	5	8
76	1	6
121	0	7
159	9	1
112	14	6
96	9	7
200	12	5
27	10	1
177	6	5
144	4	4
85	11	2
133	14	4
29	5	3
88	2	2
47	14	1
195	2	3
39	0	3
159	13	9
102	7	2
67	0	3
5	5	5
